,Con1Subject,Con2Subject,Con3Subject,Condition 1,Condition 2,Condition 3,Con1Tweet,Con2Tweet,Con3Tweet,HasProfile,Cond1Acc,Cond2Acc,Cond3Acc,Cond1Eng,Cond2Eng,Cond3Eng,Cond1Fake,Cond2Fake,Cond3Fake,Political View,Trust Tweet,Photoshop
5c9db776f35c880018bc2fd1,72,72,72,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,Retweet,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Prefer not to say,Neutral   5,Prefer not to say
62fe7fcc250311d93a7d6268,73,73,73,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Very Accurate (5),Somewhat Accurate (4),Retweet,Retweet,Reply,More fake than real (2),Definitely real (5),More real than fake (4),Slightly Conservative,6,"No, I've never used it"
62b1ceb25356220938a06d89,74,74,74,1,2,3,2,1,3,Yes,Very Accurate (5),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely real (5),Definitely fake (1),Slightly Liberal,3,"Yes, somewhat experienced"
62db80a54255407140d8843e,75,75,75,1,2,3,1,3,2,Yes,Very Accurate (5),Very Accurate (5),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),Definitely fake (1),Slightly Liberal,Trustworthy 10,"Yes,  but I just started using it"
55ddb84550a1f7000b90d65a,76,76,76,1,2,3,3,2,1,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
628e216bba11289b021aa0bd,77,77,77,1,2,3,3,2,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5db72ba3ae256f000d56c96b,78,78,78,1,2,3,2,3,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
5deacaa28caedd1eb4432c1a,79,79,79,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More real than fake (4),Slightly Liberal,Neutral   5,"No, I've never used it"
630f1ce70d826bb52a738c44,80,80,80,1,2,3,1,3,2,Yes,Very Accurate (5),Very Accurate (5),Very Accurate (5),Retweet,Like,Like,Definitely real (5),Definitely real (5),More real than fake (4),Prefer not to say,7,"No, I've never used it"
614a1d94af01496d0e613360,81,81,81,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5f4df2b4bdb2449bd751ce51,82,82,82,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Very Accurate (5),Somewhat Inaccurate (2),Reply,Reply,No Engagement,Definitely real (5),More fake than real (2),More fake than real (2),Very Conservative,6,"No, I've never used it"
5cb788bf7f88600001242d9d,83,83,83,1,2,3,1,2,3,Yes,Very Accurate (5),Very Accurate (5),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Prefer not to say,Neutral   5,"No, I've never used it"
5f47e6376aa63923f3804e3b,84,84,84,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Very Liberal,6,"Yes, very experienced"
5c510b41e459660001e38861@email.prolific.co,85,85,85,1,2,3,3,1,2,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,3,"No, I've never used it"
60ad5f03939a57803959b569,86,86,86,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Somewhat Accurate (4),Like,Retweet,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Slightly Liberal,6,"Yes, somewhat experienced"
5f9a25f467c68d13eaa9cc5c,87,87,87,1,2,3,1,2,3,Yes,Very Accurate (5),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),Definitely real (5),Very Liberal,7,"Yes, somewhat experienced"
5c0f500787e876000151fc5f,88,88,88,1,2,3,1,2,3,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Very Liberal,3,"Yes, somewhat experienced"
61005607094e0a21cbbe9e8a,89,89,89,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Like,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,6,"No, I've never used it"
6285afe6eedb6a92df4b0365,90,90,90,1,2,3,1,2,3,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Like,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Slightly Liberal,2,"Yes, very experienced"
614fa2d8176b0317b451cd0f,91,91,91,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,Reply,Reply,Definitely fake (1),More real than fake (4),More fake than real (2),Slightly Conservative,2,"Yes, very experienced"
630d26a49910ba90008fe6b5,92,92,92,1,2,3,2,3,1,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Conservative,Neutral   5,"Yes, very experienced"
5ae2641f5cd05500015ece71,93,93,93,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Accurate (5),Very Accurate (5),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More real than fake (4),Very Liberal,3,"No, I've never used it"
62dabc9d3a584120de29162e,94,94,94,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,Like,No Engagement,I'm not sure (3),Definitely real (5),More fake than real (2),Prefer not to say,7,"Yes,  but I just started using it"
61088f102428b60cde829d29,95,95,95,1,2,3,3,1,2,Yes,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,External Share,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
62dcc5dc8fcf471ec987e7cf,96,96,96,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Very Accurate (5),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
629464e9360c870e1e6eee85,97,97,97,1,2,3,1,2,3,Yes,Very Accurate (5),Very Accurate (5),Somewhat Accurate (4),Like,No Engagement,Like,More real than fake (4),I'm not sure (3),I'm not sure (3),Very Conservative,Neutral   5,"Yes, somewhat experienced"
5f888a84d0200d03067e17ed,98,98,98,1,2,3,3,2,1,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Accurate (5),No Engagement,Like,No Engagement,I'm not sure (3),Definitely real (5),More real than fake (4),Very Liberal,7,"No, I've never used it"
60addc2d865c7dda55462b68,99,99,99,1,2,3,1,2,3,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Reply,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
62eab0feee2480b84d0973c5,100,100,100,1,2,3,3,2,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),External Share,No Engagement,No Engagement,Definitely fake (1),I'm not sure (3),I'm not sure (3),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
6086fc0cc6c85812bdb77440,101,101,101,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Conservative,Untrustworthy 1,"Yes, somewhat experienced"
610012946e17914b9e0f7a2c,102,102,102,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
62fc1b92e1914edd4af5207a,103,103,103,1,2,3,2,3,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Liberal,3,"Yes, somewhat experienced"
60ff598e375de2052d66c59e,104,104,104,1,2,3,1,3,2,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Liberal,Neutral   5,"Yes,  but I just started using it"
615b64d894c777d59ffdac36,105,105,105,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Liberal,Untrustworthy 1,"Yes, somewhat experienced"
611178113c2efecb1c14a276,106,106,106,1,2,3,2,3,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Very Liberal,7,"Yes, somewhat experienced"
60fd765d439f85c6a297f3a5,107,107,107,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Somewhat Accurate (4),External Share,External Share,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Slightly Liberal,7,"Yes, somewhat experienced"
6298c0ce3575a455044f47bf,108,108,108,1,2,3,3,2,1,Yes,Neither Accurate nor Inaccurate (3),Very Accurate (5),Very Inaccurate (1),No Engagement,Like,No Engagement,More fake than real (2),Definitely real (5),Definitely fake (1),Slightly Conservative,6,"No, I've never used it"
5f622ab951e8d7229eced89f,109,109,109,1,2,3,3,1,2,Yes,Very Accurate (5),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely real (5),I'm not sure (3),More fake than real (2),Prefer not to say,3,"No, I've never used it"
607dadd7d36ac2f5d4e9d551,110,110,110,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Inaccurate (2),Like,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),More fake than real (2),Very Liberal,8,"Yes, very experienced"
60750163b9a82e46f7734e37,111,111,111,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Somewhat Accurate (4),External Share,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely real (5),Slightly Conservative,6,"Yes, somewhat experienced"
5e5593e29a302e59cb575f46,112,112,112,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Conservative,4,"Yes, somewhat experienced"
614cd1ce1f5a14aa71ec0504,113,113,113,1,2,3,1,2,3,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More real than fake (4),Very Conservative,Untrustworthy 1,"Yes, somewhat experienced"
5ee1be444c9d75206ce5aa92,114,114,114,1,2,3,1,2,3,Yes,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More real than fake (4),Slightly Liberal,7,"No, I've never used it"
60e7b95ae47c33f081da02f5,115,115,115,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely real (5),I'm not sure (3),Very Liberal,Neutral   5,"Yes,  but I just started using it"
5f96f4c331f202035779e9ff,116,116,116,1,2,3,3,1,2,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,Definitely fake (1),I'm not sure (3),More fake than real (2),Slightly Liberal,Untrustworthy 1,"Yes, somewhat experienced"
5f9f2d55468ca314071a284c,117,117,117,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
630e9f15b8db9a4e94cb9f3f,118,118,118,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Slightly Liberal,3,"Yes, somewhat experienced"
5ecbecaf5d5a2e797beced09,119,119,119,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely fake (1),I'm not sure (3),I'm not sure (3),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
62fbbedd2552da8b5d4fc4b8,120,120,120,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Very Liberal,8,"Yes,  but I just started using it"
627920bf48e6cf4191a98f65,121,121,121,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Prefer not to say,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Prefer not to say,Neutral   5,"Yes, somewhat experienced"
62b20ee8cc936adc4a03aab7,122,122,122,1,2,3,2,1,3,Yes,Very Accurate (5),Very Inaccurate (1),Somewhat Accurate (4),Retweet,Reply,Like,More real than fake (4),More real than fake (4),More real than fake (4),Slightly Liberal,7,"Yes, somewhat experienced"
5e2394c45514e6642dd8c16a,123,123,123,1,2,3,2,1,3,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Very Liberal,Untrustworthy 1,"No, I've never used it"
610369f8990ef8339d1e8cd0,124,124,124,1,2,3,3,2,1,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),Definitely fake (1),Slightly Liberal,Untrustworthy 1,"No, I've never used it"
62f18a81b0ea9de9d3afe89e,125,125,125,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,Prefer not to say,Definitely fake (1),More real than fake (4),More fake than real (2),Very Liberal,3,"Yes, somewhat experienced"
61118a3e4e8de0566eb2f2ef,126,126,126,1,2,3,2,3,1,Yes,Very Accurate (5),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,9,"No, I've never used it"
60fdd466763872a6e5135b7c,127,127,127,1,2,3,3,1,2,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
6103328867f2eefa3edddf4f,128,128,128,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),I'm not sure (3),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5e723ffcc1c46a022a71a6dd,129,129,129,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),I'm not sure (3),Very Liberal,6,"Yes, very experienced"
6109ba2e892cd1b5d45a8805,130,130,130,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,Reply,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
60c2b5411e6268b10e6625d6,131,131,131,1,2,3,2,1,3,Yes,Very Accurate (5),Very Accurate (5),Very Accurate (5),No Engagement,External Share,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Very Conservative,4,"Yes, somewhat experienced"
60ca3935fb64d56e11014643,132,132,132,1,2,3,2,3,1,Yes,Very Accurate (5),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Slightly Liberal,6,"Yes,  but I just started using it"
630f8f763f068e885ea5b910,133,133,133,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Liberal,6,"Yes, somewhat experienced"
6298dc2c20d38fa2cf7bc58e,134,134,134,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
5e6cade3d92ffb26677dbd84,135,135,135,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,Reply,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Very Liberal,7,"No, I've never used it"
6303acaea0fd69fa6e8effef,136,136,136,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Like,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, very experienced"
60014001c0f11429b77d34e0,137,137,137,1,2,3,1,3,2,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Liberal,3,"Yes, somewhat experienced"
5dbddfb8a7b7bc306f4f5daa,138,138,138,1,2,3,1,2,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Conservative,4,"Yes, somewhat experienced"
5aecad0e75deca000162634c,139,139,139,1,2,3,2,3,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More real than fake (4),Slightly Liberal,6,"No, I've never used it"
610117db932842a070876e57,140,140,140,1,2,3,3,1,2,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Like,No Engagement,I'm not sure (3),Definitely real (5),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5c50b6dc172b6c000177a036,141,141,141,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),External Share,No Engagement,No Engagement,Definitely real (5),I'm not sure (3),More fake than real (2),Slightly Conservative,Neutral   5,"Yes, very experienced"
5dc2c8bdb98b121f25d466c8,142,142,142,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Conservative,Untrustworthy 1,"Yes, somewhat experienced"
5d7c8220f408ea00185c0c92,143,143,143,1,2,3,1,3,2,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely fake (1),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5c2c81296e6d4a00014e8c8d,144,144,144,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Liberal,Untrustworthy 1,"Yes, very experienced"
60bab9f865afc7f8435a99d8,145,145,145,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),Like,No Engagement,No Engagement,Definitely real (5),More real than fake (4),More fake than real (2),Very Liberal,3,"Yes, very experienced"
596c36966956b40001c59d4e,146,146,146,1,2,3,3,2,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely fake (1),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5c7e843f9c3fc00016f4e5a1,147,147,147,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),Definitely fake (1),Slightly Conservative,Neutral   5,"Yes,  but I just started using it"
62ea2d4f85c83ceedd301777,148,148,148,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Like,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Conservative,3,"Yes, somewhat experienced"
5d1c006ac2696c0019647572,149,149,149,1,2,3,3,1,2,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Conservative,4,"No, I've never used it"
5ff4ed1be7fadbca1a8db5bf,150,150,150,1,2,3,1,3,2,Yes,Very Accurate (5),Very Inaccurate (1),Very Inaccurate (1),Retweet,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
62c5e1eb9098ea72cd294835,151,151,151,1,2,3,1,2,3,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Prefer not to say,Neutral   5,"Yes, somewhat experienced"
610762469c44f4f2af15498a,152,152,152,1,2,3,1,2,3,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,4,"Yes, very experienced"
62977ce96efd80b585b2d75d,153,153,153,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),External Share,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Slightly Conservative,Neutral   5,"Yes, very experienced"
5e56f656bf94b50b235ffc4e,154,154,154,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),More real than fake (4),Very Liberal,Neutral   5,"No, I've never used it"
5c832bd24b0de2001b3510fc,155,155,155,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,Retweet,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,6,"No, I've never used it"
62b3a1fc153ffe49e946f394,156,156,156,1,2,3,2,1,3,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Conservative,4,"Yes,  but I just started using it"
614df320ea8a021fd05d22da,157,157,157,1,2,3,3,2,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
609c297aff4c80dac255f75d,158,158,158,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Accurate (5),No Engagement,No Engagement,Like,More fake than real (2),More fake than real (2),Definitely fake (1),Prefer not to say,4,"No, I've never used it"
6131ed11a918100d4f4a2452,159,159,159,1,2,3,2,1,3,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Very Liberal,7,"No, I've never used it"
60c18d0606115c8eecb6091b,160,160,160,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),I'm not sure (3),Very Liberal,2,"No, I've never used it"
5f49806859401418f7ec6764,161,161,161,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),More real than fake (4),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5eef12908b680e19e68b6193,162,162,162,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Like,No Engagement,No Engagement,More real than fake (4),More fake than real (2),Definitely fake (1),Very Liberal,Untrustworthy 1,"No, I've never used it"
6303a22c6fdb58085b4f9ff4@email.prolific.co,163,163,163,1,2,3,3,1,2,Yes,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Prefer not to say,Neutral   5,"Yes, somewhat experienced"
608b0536050591bc22be9e84,164,164,164,1,2,3,1,2,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5fb9de27e62120924c5b2176,165,165,165,1,2,3,2,3,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),Definitely real (5),I'm not sure (3),Very Liberal,7,"Yes, somewhat experienced"
5bb91c132e2fe50001be0d08,166,166,166,1,2,3,1,2,3,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,Like,No Engagement,I'm not sure (3),Definitely real (5),I'm not sure (3),Slightly Liberal,Neutral   5,"No, I've never used it"
