Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Covid_Freq,Political_View,Twitter_Exp,Tweet_Freq,Trust_Tweet,Covid_Vacc,Photoshop,Age,Gender,Education
207,2,3,Very Inaccurate (1),No Engagement,19.93,22.198,Very Inaccurate (1),No Engagement,26.513,28.555,More real than fake (4),11.639,12.428,More than once a week,Very Liberal,"Yes, very experienced",Once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
207,3,1,Very Inaccurate (1),No Engagement,17.192,19.382,Very Inaccurate (1),No Engagement,7.444,9.354,I'm not sure (3),9.133,9.953,More than once a week,Very Liberal,"Yes, very experienced",Once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
208,1,1,Somewhat Accurate (4),No Engagement,50.928,51.673,Somewhat Accurate (4),No Engagement,23.503,24.049,More fake than real (2),10.163,11.423,More than once a week,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
208,2,3,Neither Accurate nor Inaccurate (3),No Engagement,12.736,13.658,Neither Accurate nor Inaccurate (3),No Engagement,52.046,52.867,More fake than real (2),25.626,26.063,More than once a week,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
208,3,2,Neither Accurate nor Inaccurate (3),No Engagement,14.954,15.611,Neither Accurate nor Inaccurate (3),No Engagement,20.485,20.993,More real than fake (4),12.245,12.621,More than once a week,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",50 or above,Male,Bachelor degree
209,1,1,Neither Accurate nor Inaccurate (3),No Engagement,6.537,7.758,Somewhat Accurate (4),No Engagement,3.921,20.39,More real than fake (4),1.555,2.755,Once or twice a week,Slightly Conservative,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",50 or above,Female,Some college but no degree
209,2,3,Somewhat Inaccurate (2),No Engagement,3.37,5.137,Neither Accurate nor Inaccurate (3),No Engagement,4.186,6.076,I'm not sure (3),0,1.331,Once or twice a week,Slightly Conservative,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",50 or above,Female,Some college but no degree
209,3,2,Somewhat Accurate (4),No Engagement,101.191,103.001,Neither Accurate nor Inaccurate (3),No Engagement,3.202,4.507,More fake than real (2),0,1.868,Once or twice a week,Slightly Conservative,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",50 or above,Female,Some college but no degree
210,1,2,Neither Accurate nor Inaccurate (3),Reply,9.447,10.13,Neither Accurate nor Inaccurate (3),No Engagement,23.248,24.211,I'm not sure (3),5.196,5.856,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
210,2,1,Somewhat Accurate (4),No Engagement,6.041,6.693,Somewhat Accurate (4),No Engagement,5.095,6.054,More fake than real (2),3.799,4.335,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
210,3,3,Very Inaccurate (1),No Engagement,10.184,11.125,Very Inaccurate (1),No Engagement,4.944,5.615,Definitely fake (1),2.493,3.108,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
211,1,3,Very Inaccurate (1),No Engagement,3.989,5.808,Very Inaccurate (1),No Engagement,4.01,6.472,I'm not sure (3),0,0.827,Once or twice a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
211,2,2,Neither Accurate nor Inaccurate (3),No Engagement,8.426,13.005,Somewhat Inaccurate (2),No Engagement,3.733,5.152,More real than fake (4),0,1.539,Once or twice a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
211,3,1,Very Inaccurate (1),No Engagement,4.162,5.254,Very Inaccurate (1),No Engagement,2.996,4.232,Definitely fake (1),0,1.958,Once or twice a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
212,1,2,Neither Accurate nor Inaccurate (3),No Engagement,13.918,15.226,Neither Accurate nor Inaccurate (3),No Engagement,2.045,3.119,More real than fake (4),4.245,5.623,Once or twice a week,Very Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
212,2,1,Very Accurate (5),Like,2.169,3.701,Somewhat Accurate (4),Like,1.949,3.862,More real than fake (4),2.396,3.404,Once or twice a week,Very Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
212,3,3,Very Inaccurate (1),No Engagement,3.252,5.293,Very Inaccurate (1),No Engagement,5.394,5.945,More fake than real (2),0,3.035,Once or twice a week,Very Liberal,"Yes, very experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
213,1,3,Very Inaccurate (1),No Engagement,6.647,12.02,Neither Accurate nor Inaccurate (3),No Engagement,2.768,4.028,I'm not sure (3),0,1.323,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Male,"High school degree or equivalent (e.g., GED)"
213,2,2,Neither Accurate nor Inaccurate (3),No Engagement,13.76,14.916,Neither Accurate nor Inaccurate (3),No Engagement,2.008,3.164,I'm not sure (3),0,3.324,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Male,"High school degree or equivalent (e.g., GED)"
213,3,1,Somewhat Accurate (4),Retweet,3.464,4.828,Somewhat Accurate (4),Retweet,3.504,5.404,I'm not sure (3),0,1.116,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Male,"High school degree or equivalent (e.g., GED)"
214,1,1,Neither Accurate nor Inaccurate (3),No Engagement,1.448,5.693,Somewhat Inaccurate (2),External Share,5.662,7.28,Definitely fake (1),0,1.572,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
214,2,3,Very Inaccurate (1),No Engagement,5.024,9.084,Very Inaccurate (1),No Engagement,2.73,4.336,More fake than real (2),0,1.738,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
214,3,2,Somewhat Inaccurate (2),No Engagement,4.765,9.632,Very Inaccurate (1),No Engagement,3.266,10.226,Definitely fake (1),0,1.597,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,3,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
215,1,3,Very Inaccurate (1),No Engagement,3.791,5.153,Very Inaccurate (1),No Engagement,4.64,5.39,More real than fake (4),0.63,1.38,Once a week,Very Liberal,"Yes, very experienced",A few times,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Associate degree
215,2,2,Neither Accurate nor Inaccurate (3),No Engagement,46.71,47.972,Somewhat Accurate (4),No Engagement,3.741,4.604,More real than fake (4),8.891,9.841,Once a week,Very Liberal,"Yes, very experienced",A few times,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Associate degree
215,3,1,Somewhat Inaccurate (2),No Engagement,49.398,50.616,Very Inaccurate (1),No Engagement,10.912,12.214,More fake than real (2),0.985,2.296,Once a week,Very Liberal,"Yes, very experienced",A few times,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Associate degree
216,1,1,Somewhat Inaccurate (2),No Engagement,33.632,35.471,Somewhat Inaccurate (2),No Engagement,27.898,28.739,More fake than real (2),10.541,11.676,A few times,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Graduate degree
216,2,3,Somewhat Inaccurate (2),No Engagement,9.527,10.322,Somewhat Inaccurate (2),No Engagement,21.753,22.723,More real than fake (4),17.532,18.967,A few times,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Graduate degree
216,3,2,Somewhat Inaccurate (2),No Engagement,29.787,30.61,Somewhat Inaccurate (2),No Engagement,13.081,13.703,More fake than real (2),10.655,11.977,A few times,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Graduate degree
217,1,3,Very Inaccurate (1),No Engagement,1.397,2.63,Very Inaccurate (1),No Engagement,2.388,3.327,I'm not sure (3),0,2.429,More than once a week,Slightly Liberal,"Yes, very experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
217,2,1,Somewhat Inaccurate (2),No Engagement,132.104,133.649,Somewhat Inaccurate (2),No Engagement,2.324,5.348,More fake than real (2),7.764,9.573,More than once a week,Slightly Liberal,"Yes, very experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
217,3,2,Neither Accurate nor Inaccurate (3),No Engagement,3.335,5.675,Somewhat Inaccurate (2),No Engagement,3.796,4.779,I'm not sure (3),0,1.038,More than once a week,Slightly Liberal,"Yes, very experienced",Once or twice a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
218,1,1,Somewhat Inaccurate (2),No Engagement,1.959,3.424,Somewhat Inaccurate (2),No Engagement,2.86,6.712,I'm not sure (3),0,0.845,Once a week,Very Liberal,"Yes, somewhat experienced",Once a month,4,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
218,2,3,Very Inaccurate (1),Reply,10.877,12.095,Somewhat Inaccurate (2),Reply,6.155,7.521,I'm not sure (3),0,1.483,Once a week,Very Liberal,"Yes, somewhat experienced",Once a month,4,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
218,3,2,Neither Accurate nor Inaccurate (3),No Engagement,3.843,5.061,Somewhat Inaccurate (2),No Engagement,5.439,7.031,Definitely fake (1),0.799,2.373,Once a week,Very Liberal,"Yes, somewhat experienced",Once a month,4,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
219,1,1,Somewhat Accurate (4),No Engagement,26.046,27.546,Neither Accurate nor Inaccurate (3),No Engagement,104.108,105.981,More fake than real (2),1.072,1.6,Once a week,Very Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
219,2,3,Somewhat Accurate (4),Reply,2.501,3.811,Somewhat Accurate (4),Prefer not to say,4.608,5.46,More real than fake (4),0,4.504,Once a week,Very Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
219,3,2,Somewhat Accurate (4),Retweet,4.332,10.04,Neither Accurate nor Inaccurate (3),Retweet,12.752,15.892,More real than fake (4),0,1.832,Once a week,Very Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
220,1,3,Somewhat Inaccurate (2),No Engagement,20.725,21.509,Neither Accurate nor Inaccurate (3),No Engagement,23.243,24.175,More real than fake (4),15.348,16.197,Once a week,Slightly Conservative,Prefer not to say,Prefer not to say,Neutral 5,Prefer not to say,"Yes, somewhat experienced",40-49,Male,Bachelor degree
220,2,1,Very Inaccurate (1),No Engagement,14.494,15.286,Very Inaccurate (1),No Engagement,4.119,5.287,More fake than real (2),13.144,13.98,Once a week,Slightly Conservative,Prefer not to say,Prefer not to say,Neutral 5,Prefer not to say,"Yes, somewhat experienced",40-49,Male,Bachelor degree
220,3,2,Somewhat Accurate (4),No Engagement,21.542,22.459,Somewhat Inaccurate (2),No Engagement,5.865,6.68,I'm not sure (3),15.696,16.694,Once a week,Slightly Conservative,Prefer not to say,Prefer not to say,Neutral 5,Prefer not to say,"Yes, somewhat experienced",40-49,Male,Bachelor degree
221,1,3,Somewhat Accurate (4),Like,6.896,9.678,Somewhat Accurate (4),Like,3.917,6.396,More fake than real (2),0,2.434,Once or twice a week,Very Conservative,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Graduate degree
221,2,2,Very Accurate (5),No Engagement,23.64,26.099,Somewhat Inaccurate (2),No Engagement,7.32,12.675,I'm not sure (3),0,1.633,Once or twice a week,Very Conservative,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Graduate degree
221,3,1,Very Accurate (5),Retweet,13.2,15.387,Somewhat Accurate (4),Retweet,12.192,14.402,I'm not sure (3),0,1.794,Once or twice a week,Very Conservative,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Graduate degree
222,1,3,Somewhat Accurate (4),No Engagement,81.736,83.821,Somewhat Accurate (4),No Engagement,8.651,12,More fake than real (2),0,2.376,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"No, I am not vaccinated","No, I've never used it",18-29,Male,Some college but no degree
222,2,2,Neither Accurate nor Inaccurate (3),No Engagement,4.322,6,Neither Accurate nor Inaccurate (3),No Engagement,2.67,4.671,Definitely real (5),5.034,10.081,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"No, I am not vaccinated","No, I've never used it",18-29,Male,Some college but no degree
222,3,1,Very Accurate (5),No Engagement,5.184,8.439,Somewhat Accurate (4),No Engagement,6.622,7.296,I'm not sure (3),0,1.897,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"No, I am not vaccinated","No, I've never used it",18-29,Male,Some college but no degree
223,1,2,Somewhat Inaccurate (2),No Engagement,17.65,18.599,Somewhat Inaccurate (2),No Engagement,20.578,21.445,More real than fake (4),7.157,7.703,Once a week,Slightly Conservative,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,6,"No, I am not vaccinated","No, I've never used it",30-39,Male,Bachelor degree
223,2,1,Neither Accurate nor Inaccurate (3),No Engagement,20.034,20.94,Somewhat Accurate (4),No Engagement,13.852,14.569,More real than fake (4),4.428,5.273,Once a week,Slightly Conservative,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,6,"No, I am not vaccinated","No, I've never used it",30-39,Male,Bachelor degree
223,3,3,Very Inaccurate (1),No Engagement,16.989,19.327,Very Inaccurate (1),No Engagement,16.561,17.261,More fake than real (2),10.982,12.466,Once a week,Slightly Conservative,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,6,"No, I am not vaccinated","No, I've never used it",30-39,Male,Bachelor degree
224,1,3,Very Inaccurate (1),No Engagement,3.841,4.965,Very Inaccurate (1),Reply,63.177,64.879,More fake than real (2),1.461,3.579,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Female,Some college but no degree
224,2,1,Somewhat Inaccurate (2),No Engagement,6.468,7.635,Very Inaccurate (1),No Engagement,9.578,10.722,Definitely fake (1),2.59,4.443,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Female,Some college but no degree
224,3,2,Very Inaccurate (1),No Engagement,11.679,17.675,Very Inaccurate (1),No Engagement,7.243,8.552,Definitely fake (1),2.555,4.178,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Female,Some college but no degree
225,1,1,Somewhat Accurate (4),Like,3.522,6.519,Somewhat Accurate (4),Like,6.218,8.98,More real than fake (4),0,2.381,Once a month,Slightly Liberal,"Yes, very experienced",Once a week,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
225,2,3,Very Inaccurate (1),No Engagement,3.089,6.682,Very Inaccurate (1),Reply,2.555,6.846,Definitely real (5),0,1.871,Once a month,Slightly Liberal,"Yes, very experienced",Once a week,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
225,3,2,Somewhat Accurate (4),External Share,8.98,12.552,Very Inaccurate (1),No Engagement,3.554,8.89,Definitely fake (1),0,3.774,Once a month,Slightly Liberal,"Yes, very experienced",Once a week,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
226,1,2,Somewhat Inaccurate (2),No Engagement,22.094,22.978,Somewhat Accurate (4),No Engagement,7.924,8.699,More real than fake (4),15.935,16.997,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Female,Some college but no degree
226,2,3,Very Inaccurate (1),No Engagement,9.702,10.339,Very Inaccurate (1),No Engagement,7.096,7.819,More real than fake (4),3.359,4.382,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Female,Some college but no degree
226,3,1,Very Inaccurate (1),No Engagement,22.278,23.004,Very Inaccurate (1),No Engagement,50.226,50.876,More fake than real (2),14.141,14.909,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Female,Some college but no degree
227,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.4,5.163,Somewhat Accurate (4),No Engagement,4.608,5.87,More real than fake (4),0,2.332,More than once a week,Slightly Liberal,"Yes, very experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, very experienced",30-39,Male,Bachelor degree
227,2,1,Neither Accurate nor Inaccurate (3),No Engagement,3.12,3.846,Somewhat Accurate (4),No Engagement,2.512,4.093,Definitely real (5),0,0.885,More than once a week,Slightly Liberal,"Yes, very experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, very experienced",30-39,Male,Bachelor degree
227,3,3,Somewhat Inaccurate (2),No Engagement,3.745,4.822,Very Inaccurate (1),No Engagement,3.041,4.06,Definitely fake (1),0,1.652,More than once a week,Slightly Liberal,"Yes, very experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, very experienced",30-39,Male,Bachelor degree
228,1,3,Very Inaccurate (1),No Engagement,2.281,3.623,Very Inaccurate (1),No Engagement,6.004,7.426,More real than fake (4),0,1.432,More than once a week,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Bachelor degree
228,2,2,Somewhat Inaccurate (2),No Engagement,5.022,6.061,Somewhat Inaccurate (2),No Engagement,1.752,3.281,More real than fake (4),0,1.102,More than once a week,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Bachelor degree
228,3,1,Very Inaccurate (1),No Engagement,6.002,7.628,Very Inaccurate (1),No Engagement,3.32,4.483,More fake than real (2),0,1.441,More than once a week,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Bachelor degree
229,1,1,Somewhat Inaccurate (2),No Engagement,20.81,21.464,Neither Accurate nor Inaccurate (3),No Engagement,2.411,3.048,I'm not sure (3),3.138,3.736,Once or twice a week,Prefer not to say,"Yes, but I just joined",Once a week,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",18-29,Non-binary / third gender,Some college but no degree
229,2,2,Somewhat Accurate (4),No Engagement,22.164,23.365,Somewhat Accurate (4),Reply,50.716,50.98,More real than fake (4),1.384,1.915,Once or twice a week,Prefer not to say,"Yes, but I just joined",Once a week,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",18-29,Non-binary / third gender,Some college but no degree
229,3,3,Very Inaccurate (1),No Engagement,5.681,6.445,Very Inaccurate (1),No Engagement,19.202,23.965,More fake than real (2),6.844,7.802,Once or twice a week,Prefer not to say,"Yes, but I just joined",Once a week,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",18-29,Non-binary / third gender,Some college but no degree
230,1,1,Neither Accurate nor Inaccurate (3),No Engagement,3.108,4.132,Neither Accurate nor Inaccurate (3),No Engagement,4.599,5.685,I'm not sure (3),0,2.925,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",30-39,Male,"High school degree or equivalent (e.g., GED)"
230,2,3,Somewhat Inaccurate (2),No Engagement,1.227,3.739,Somewhat Inaccurate (2),No Engagement,2.252,5.326,I'm not sure (3),0,12.761,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",30-39,Male,"High school degree or equivalent (e.g., GED)"
230,3,2,Somewhat Inaccurate (2),No Engagement,5.686,7.245,Somewhat Inaccurate (2),No Engagement,4.306,18.481,I'm not sure (3),0,1.26,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",30-39,Male,"High school degree or equivalent (e.g., GED)"
231,1,2,Neither Accurate nor Inaccurate (3),No Engagement,13.691,14.591,Neither Accurate nor Inaccurate (3),No Engagement,16.634,17.221,I'm not sure (3),16.078,16.96,A few times,Prefer not to say,"Yes, very experienced",More than once a week,2,"No, I am not vaccinated","Yes, very experienced",50 or above,Male,Bachelor degree
231,2,1,Neither Accurate nor Inaccurate (3),No Engagement,16.454,17.359,Somewhat Inaccurate (2),No Engagement,47.206,48.208,I'm not sure (3),19.986,21.101,A few times,Prefer not to say,"Yes, very experienced",More than once a week,2,"No, I am not vaccinated","Yes, very experienced",50 or above,Male,Bachelor degree
231,3,3,Somewhat Accurate (4),No Engagement,11.968,12.827,Somewhat Accurate (4),No Engagement,23.216,24.037,I'm not sure (3),10.063,10.981,A few times,Prefer not to say,"Yes, very experienced",More than once a week,2,"No, I am not vaccinated","Yes, very experienced",50 or above,Male,Bachelor degree
232,1,3,Very Inaccurate (1),No Engagement,3.655,4.902,Very Inaccurate (1),No Engagement,1.762,2.96,More real than fake (4),0,5.006,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Bachelor degree
232,2,1,Neither Accurate nor Inaccurate (3),No Engagement,3.662,5.236,Neither Accurate nor Inaccurate (3),No Engagement,4.569,5.296,I'm not sure (3),0,0.696,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Bachelor degree
232,3,2,Very Inaccurate (1),No Engagement,4.57,5.583,Very Inaccurate (1),No Engagement,1.702,2.803,More fake than real (2),0,1.142,Once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Bachelor degree
233,1,3,Very Inaccurate (1),No Engagement,3.306,6.288,Somewhat Inaccurate (2),No Engagement,2.959,5.451,I'm not sure (3),0.402,2.267,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
233,2,1,Somewhat Accurate (4),No Engagement,10.306,15.172,Somewhat Accurate (4),No Engagement,3.873,5.67,More real than fake (4),0.623,2.201,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
233,3,2,Neither Accurate nor Inaccurate (3),No Engagement,2.309,4.33,Neither Accurate nor Inaccurate (3),No Engagement,3.843,5.881,More fake than real (2),0,2.31,More than once a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
234,1,3,Somewhat Inaccurate (2),No Engagement,1.776,3.304,Neither Accurate nor Inaccurate (3),No Engagement,2.07,3.23,More fake than real (2),0,1.568,Once a month,Very Conservative,"Yes, somewhat experienced",A few times,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
234,2,2,Neither Accurate nor Inaccurate (3),No Engagement,2.935,4.221,Neither Accurate nor Inaccurate (3),No Engagement,3.508,5.618,More real than fake (4),0,1.316,Once a month,Very Conservative,"Yes, somewhat experienced",A few times,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
234,3,1,Very Accurate (5),External Share,6.686,7.736,Very Inaccurate (1),No Engagement,6.517,7.87,Definitely fake (1),0,0.907,Once a month,Very Conservative,"Yes, somewhat experienced",A few times,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
235,1,1,Very Inaccurate (1),No Engagement,4.94,9.394,Very Inaccurate (1),No Engagement,4.317,6.304,Definitely fake (1),0,1.905,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",Once a week,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Female,Associate degree
235,2,2,Very Inaccurate (1),No Engagement,1.902,4.108,Very Inaccurate (1),No Engagement,2.655,3.751,More real than fake (4),7.324,11.566,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",Once a week,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Female,Associate degree
235,3,3,Somewhat Inaccurate (2),No Engagement,4.853,7.267,Very Inaccurate (1),No Engagement,3.432,4.775,More fake than real (2),0.93,2.83,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",Once a week,Neutral 5,"No, I am not vaccinated","Yes, somewhat experienced",30-39,Female,Associate degree
236,1,1,Neither Accurate nor Inaccurate (3),No Engagement,10.3,11.122,Neither Accurate nor Inaccurate (3),Prefer not to say,3.541,5.606,I'm not sure (3),1.886,3.451,A few times,Prefer not to say,Prefer not to say,Prefer not to say,Neutral 5,Prefer not to say,Prefer not to say,18-29,Male,Associate degree
236,2,3,Neither Accurate nor Inaccurate (3),No Engagement,2.183,5.619,Neither Accurate nor Inaccurate (3),No Engagement,2.597,4.471,I'm not sure (3),2.897,4.857,A few times,Prefer not to say,Prefer not to say,Prefer not to say,Neutral 5,Prefer not to say,Prefer not to say,18-29,Male,Associate degree
